"acquisition","added","agreed","agreement","also","announced","annual","april","around","assets","avg","bank","banks","billion","board","business","but","buy","capital","cash","central","chairman","commission","common","companies","company","compared","corp","countries","cts","current","cut","december","department","div","dlr","dlrs","dollar","domestic","due","earlier","earnings","economic","end","ended","exchange","expected","export","exports","february","federal","fell","financial","first","five","foreign","four","gain","government","group","growth","higher","however","imports","inc","includes","including","increase","industry","interest","international","investment","january","japan","june","last","loss","lower","ltd","made","major","make","march","market","markets","may","meeting","minister","mln","month","months","mths","national","net","new","next.","nine","note","now","offer","official","officials","oil","one","operations","pay","pct","per","period","president","price","prices","prior","production","products","profit","quarter","rate","rates","recent","record","report","reported","reuter","revs","rise","rose","said","sale","sales","securities","set","seven","share","shareholders","shares","shr","shrs","since","six","sources","spokesman","statement","states","stock","subsidiary","take","tax","terms","the","this","three","time","today","told","tonnes","total","trade","trading","two","united","week","west","will","world","year","years","yesterday","topic"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119427558545906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38912485546882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12407354939668,0,0,0,0.0927265125208995,0,0,0,0,0,0,0.132076790530904,0,0,0,0,0,0,0,0.254644917276016,0,0,0.223054753413224,0,0,0,0,0,0,0,0.000405941926166465,0.0958621233329298,0,0,0,0,0,0,0,0,0,0,0,0.0726034165620792,0,0,0,0,0,0,0,0,0,0,0.125079354885096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.earn"
0,0,0,0,0,0,0,0.254116236817328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325711523307015,0,0,0,0,0.378856195075613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263221494793801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222185601492135,0,0.334954379479279,0,0,0,0,0,0,0.347243069012749,0,0,0,0,0,0,0,0.294005030805639,0,0,0.00110711434409036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.earn"
0,0,0,0,0,0,0,0,0,0,0,0,0,0.128997656895371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632295843601419,0,0.0447853344547146,0,0,0,0,0.31255636093738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943775180763244,0,0,0,0.0723859110682953,0,0,0.0719477882159188,0,0,0.245252018080197,0,0,0,0,0.046527581023755,0,0,0,0.0695448843906746,0,0,0,0,0,0,0,0.0921124543568018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000304456444624849,0,0,0,0,0,0,0,0,0,0,0.102473460198724,0,0.0544525624215594,0,0,0,0,0,0,0,0,0,0,0.0938095161638224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.earn"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527151847306666,0,0,0,0,0,0.113542889691926,0,0,0,0.0694873627704994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116267623386168,0,0,0,0,0.0744441296380079,0,0,0,0,0,0,0,0,0.13221189681373,0,0,0,0.0221224425297505,0,0,0,0,0.04397898877309,0,0,0,0,0,0,0,0,0,0,0,0.000162376770466586,0,0,0,0.0342385244989594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563842492066117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.crude"
0,0,0,0,0,0,0,0,0,0,0,0,0,0.128997656895371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632295843601419,0,0.0447853344547146,0,0,0,0,0.31255636093738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943775180763244,0,0,0,0.0723859110682953,0,0,0.0719477882159188,0,0,0.245252018080197,0,0,0,0,0.046527581023755,0,0,0,0.0695448843906746,0,0,0,0,0,0,0,0.0921124543568018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000304456444624849,0,0,0,0,0,0,0,0,0,0,0.102473460198724,0,0.0544525624215594,0,0,0,0,0,0,0,0,0,0,0.0938095161638224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.earn"
0,0,0,0,0.0773913571199826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328297877641148,0,0,0.0202334669952454,0,0.0573252281020346,0,0,0,0,0,0,0.0416924176622997,0,0,0,0.0286063353186366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297516611601235,0,0,0,0,0.0332594724580729,0,0,0,0,0,0.0558445728189234,0,0,0,0,0,0,0,0.0183764274099867,0,0,0,0,0.0296493287325606,0,0.0231634915418545,0.0221474959421757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528847587254919,0,0,0.0294759853941766,0,0,0,0,0.157149507167306,0.0791621797915619,0,0,0,0,0,0,0,0.0339990424481897,0,0,0,9.74260622799516e-05,0,0,0,0.0123258688196254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151849076401824,0,0,0,0.0790307766699743,0,0,0,0,0,0,0,0,0.066202732839003,0.0142046230691707,0,0,0,0.034213177724692,"topic.crude"
0,0,0,0,0.0465092290384511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801426566506103,0,0,0,0,0.0486381418154938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631687518551903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458297468632149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553444524737837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031907369033294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234197265096037,0,0,0,0.0296294923548687,0,0,0.0761147073115921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11196455356046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.acq"
0,0,0,0,0,0,0,0,0,0,0.0772693797272979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175628762567508,0,0,0,0,0,0,0.0255468245479777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228896973805188,0,0,0,0,0,0,0,0,0,0,0,0.128236349322979,0,0,0,0,0.0729844408215764,0,0,0,0.054545007365235,0,0,0,0,0,0,0,0,0,0.116083632034725,0,0,0,0,0,0,0,0.262417356956734,0.0707396549749218,0,0,0,0,0,0,0.000238789368333215,0.112778968626976,0,0,0,0,0,0,0,0,0.101502422166033,0,0,0.0854157841906815,0.0771855629606248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659008400651007,0,0,"topic.earn"
0,0,0,0,0,0,0.139926393162509,0.0931759534996869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689405489374877,0.131787961826667,0.0843061124801892,0,0.0597137792729528,0,0,0,0,0,0,0.130288805194686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124891869911967,0,0.0726672646163547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111527376706612,0,0,0,0,0,0,0.132733068361641,0.000405941926166465,0,0,0,0.0342385244989594,0,0,0,0,0,0.0862770588411282,0,0,0,0,0,0,0,0,0,0,0.0970359464190651,0,0,0,0,0.0316352242503801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.earn"
0,0,0,0,0.0416979294827492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436066099035461,0,0.0617728751099511,0,0,0,0,0,0,0.0673907613075964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064119959396818,0,0,0,0,0,0,0,0,0,0,0.060177341399702,0,0,0,0,0,0,0,0.0396043694180747,0,0,0,0,0,0,0.0499213179781347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569878865576421,0,0,0.0635258305908978,0,0,0,0,0.112894760896053,0,0,0,0,0,0,0,0,0,0,0,0,0.00020996996181024,0,0,0,0.00885479081869639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327260940521173,0,0,0,0.0567749832399241,0,0,0,0,0,0,0,0,0.142678303532334,0.0306134117870059,0,0,0,0,"topic.crude"
0,0,0,0,0.0493567328571317,0.0835059273677218,0,0.0570465021426655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422084993494823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164356341453654,0,0,0,0,0,0,0,0.0819932862515726,0,0,0,0,0,0,0.0654180854421481,0,0,0,0,0.0486356497323913,0,0,0,0,0,0,0,0.0778723001540882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810412435311884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812651438948824,0.000248535873163142,0,0,0,0.0314435429072076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387370092861797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108708850019164,0,0.0342953351359198,0,0,"topic.earn"
0.230830488548307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264794092987464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000676569876944108,0,0,0,0.0285321037491328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229056890359627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.acq"
0,0,0,0,0.0447866649999899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732155343481481,0,0,0,0,0,0.157698457905453,0,0,0,0.048255113035069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403707025646415,0,0,0,0,0.0689297496648222,0,0,0,0,0,0,0,0,0.122418422975676,0,0,0,0.0307256146246535,0,0.147074849371416,0,0,0.0610819288515138,0,0,0,0,0,0,0,0,0,0,0,0.000225523292314703,0,0,0,0.0380428049988438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175751245835445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.crude"
0,0,0.0569341311804677,0,0,0,0,0,0,0,0,0,0,0,0.22751373606472,0,0,0.0629140866743148,0.065058749084552,0,0,0,0,0,0,0.0318187148942251,0,0.15564205380958,0,0,0,0,0,0,0,0,0.0601332947052399,0,0,0,0.0550121833050703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366637974905719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551404061245399,0,0,0,0,0,0,0,0,0.0167693687576203,0,0,0,0,0,0.0405944381615955,0,0,0,0,0,0,0,0,0,0,0,0.0255258952266352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018735781207683,0,0,0,0.0158023959225966,0,0,0,0,0,0.0796403620071953,0,0.04723933240891,0,0,0,0,0,0.0596917272031002,0,0,0,0,0,0,0,0.0146008727309447,0,0,0,0,0,0,0,0,0,0,0,0.0541593772925949,0,0,0,0,0,0,"topic.acq"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937507315778072,0,0,0,0.089336933032253,0,0,0,0.0892904955889054,0,0.0480980573982473,0,0,0,0,0.0790177658827757,0,0.0990199619406334,0,0,0,0.0605994442765983,0,0,0,0,0.0957715029491137,0,0,0,0.0763901185225557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554220194624924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877930400709995,0,0,0,0,0.0643822556458597,0,0,0,0,0.0506980915928056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856860040528389,0,0,0,0,0.0761383271159428,0,0,0,0,0,0,0,0.0954354295468453,0,0,0,0,0.000283215297325441,0,0,0,0.0238873426736926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676994975016733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947186173731965,0,0,0.041292508922008,0,0,0,0,"topic.acq"
0,0.020539247973875,0,0,0,0,0,0,0,0,0,0.0184129401750713,0,0,0,0,0.0215315654649487,0.0247843371747301,0,0,0,0,0,0,0,0.0125346452613614,0,0,0,0,0,0,0,0,0,0.021581273423208,0,0,0,0,0,0,0,0,0,0.0199077278573933,0,0.0249439759152075,0,0,0,0,0,0.0193187638046628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243085676372833,0.0215018757715375,0,0,0,0,0,0.0139215359166566,0,0,0,0,0,0,0,0.0167784060167998,0,0,0,0,0.0132122299302463,0.0221369365263783,0,0,0,0,0,0,0,0,0.0223738467567596,0,0.0244320088354285,0,0.140224739044865,0,0,0,0,0,0,0,0,0.0199904494423136,0,0,0,0,0,0,0,0,0,0,0,7.38076229393572e-05,0,0,0,0.0186755588176142,0,0,0,0,0,0,0,0,0,0,0.023031059071124,0,0,0,0,0,0,0,0,0,0.0499760488057368,0.00575185895461456,0,0,0,0,0.0181128181396544,0,0,0.0190236248837678,0,0.0155007502553372,0,0,0,0.0430443123308204,0,0,0,0,"topic.crude"
0,0,0,0,0,0,0.0346924941725228,0,0,0,0,0,0,0,0,0,0.0293612256340209,0,0,0,0,0.033738137003763,0,0,0,0,0,0,0.100232786736754,0,0,0.0354113644336355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270685703268889,0,0,0,0,0,0,0,0,0.0905167591758057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033602315036113,0,0.0379678252272452,0,0,0,0,0.0306294718311576,0,0,0,0.068759067922063,0,0,0,0,0,0,0,0,0,0,0.0328003031881517,0,0,0.030509791031945,0,0,0,0,0,0,0,0.0137122577663743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100646758553669,0,0,0,0.0127333355574642,0,0,0,0,0,0,0,0,0,0,0,0,0.0351010803934691,0,0,0,0,0,0,0,0,0.0235303320870596,0.0349489147974866,0,0,0,0,0,0,0.207530453277467,0,0,0,0.0290938803637907,0,0,0,0.0277763871348772,0,0,"topic.trade"
0,0,0,0.120242764037349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146426558749619,0,0,0.0748319277456226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526442989587602,0,0,0,0,0,0.0198183448953695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762306346262212,0,0.000221422868818072,0,0,0,0,0,0.0544594268959075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172555768638437,0,0,0,0,0,0.412664104974154,0.0610400649024526,0,0,0,0,0.0640065368003394,0,0,0,0.0916620775450947,0,0,"topic.corn"
0,0,0,0,0,0,0,0,0,0,0,0.14941648174853,0,0,0,0,0,0,0,0,0,0,0,0,0.0672741552543336,0,0,0,0,0,0,0,0,0,0,0.0583755756529396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706012460824116,0,0,0,0,0,0,0,0,0,0,0,0.0618868970992291,0,0,0,0,0,0,0,0,0,0.0178689994958249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216740814448737,0,0,0,0,0,0,0,0,0,0,0.124530633972656,0,0,0,0,0,0,0,0,0,0.000199643570245802,0,0,0,0.0252579279090684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046674921025151,0,0,0,0,0,0,0,0,0,0.0419282588873876,0,0,0,0.0582156683162735,0.0666537724486832,0.0275487118304929,0,0,"topic.crude"
0,0.0178837779192051,0.0195288576608464,0,0,0,0.0221519355930093,0,0.0105474753150117,0,0,0.00801618767516298,0.0217573827254527,0.0544581137289163,0,0,0,0,0,0,0,0,0,0,0,0,0.0104317647883905,0,0,0,0.00896507634026215,0,0,0,0,0.00939554120007735,0.0481277908370873,0,0,0,0,0,0.0210481002271397,0,0.0106246183789301,0,0,0,0,0.029642897968385,0.0109433208137046,0.0111235082584011,0.0106007151090424,0,0.0089341911142667,0,0.0196251063061501,0,0.00905529325133488,0,0.0991413360597739,0,0.0108340948985828,0,0.012575972754022,0,0,0,0,0.0187219498802306,0,0,0,0,0,0.0121216539643712,0,0.010923816501752,0,0,0,0,0.0152793479827536,0.00730458309438514,0,0.00759343411249803,0,0,0.0201320917802566,0.0192749051548941,0.0285034924745839,0,0,0.0098211252820591,0,0.0104718646062437,0,0,0,0,0,0,0,0.00644865861850524,0,0,0.0394001285160465,0,0.0209552555832624,0,0,0,0.010078294878998,0,0,0,0,0.0187737403278662,0.0433110656518665,0.0112134045013818,0,0,0,3.213260629286e-05,0,0,0,0.0189712141023258,0,0,0.0104431788395852,0.0111716499706122,0.0112274250815836,0,0,0,0,0,0,0.00911933822321624,0,0,0.0107402548986257,0,0,0,0,0,0,0.010016429841809,0.0111578329564535,0.0166291762941024,0,0.0173770397251483,0,0,0,0,0,0.0202450432094774,0,0.0278656426703325,0,0.0140547062030054,0,0,0,0,"topic.interest"
0,0,0,0,0,0,0,0,0,0,0,0.14941648174853,0,0,0,0,0,0,0,0,0,0,0,0,0.0672741552543336,0,0,0,0,0,0,0,0,0,0,0.0583755756529396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706012460824116,0,0,0,0,0,0,0,0,0,0,0,0.0618868970992291,0,0,0,0,0,0,0,0,0,0.0178689994958249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216740814448737,0,0,0,0,0,0,0,0,0,0,0.124530633972656,0,0,0,0,0,0,0,0,0,0.000199643570245802,0,0,0,0.0252579279090684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046674921025151,0,0,0,0,0,0,0,0,0,0.0419282588873876,0,0,0,0.0582156683162735,0.0666537724486832,0.0275487118304929,0,0,"topic.crude"
0.0903249737797722,0,0.0804504027550087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549822472696886,0,0,0,0,0,0,0,0,0.0566473066063854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696844823188099,0,0,0,0,0.0518075399323299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164134814045782,0,0,0,0,0,0,0.062563294100799,0,0,0.047391694315014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711727840431639,0,0,0,0,0,0,0,0,0,0,0,0,0.00026474473445639,0,0,0,0.0111647362496607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896309570972453,0.0412633359787567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.acq"
0.129842149808423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132150584077996,0,0,0,0,0,0,0,0,0.0790369804501773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744733386527242,0,0,0,0,0,0,0,0.119241959610948,0,0,0,0,0,0,0.112003949940472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122550043093249,0,0,0,0,0,0,0.103698949358206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380570555781061,0,0,0,0.0160493083588872,0,0,0,0,0,0,0,0.191909787911197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.acq"
0,0,0.0266238742930245,0,0.0173991360431615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309239148056241,0,0,0,0,0,0,0,0,0.0296097555828003,0.0579385664117197,0,0,0,0,0.0229323455235206,0.0243601326065257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165255642176139,0.0209959454389651,0,0,0,0,0,0,0,0,0,0,0.0592195111656006,0.00784179114564979,0,0.0259060519133508,0,0,0,0,0.0285527819119882,0,0,0,0,0,0,0.142674708791795,0,0,0,0,0.0212959181070899,0,0,0,0,0,0.027325067166662,0,0,0,0,0,0,0,0,0,8.76133653596687e-05,0,0,0,0.0221688288122759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296620433559229,0.00682774624108923,0,0,0,0.0236902807763712,0,0,0,0,0,0,0,0.0506526550218514,0,0.076643649653799,0,0,0,0,"topic.crude"
0,0,0,0,0,0,0,0.0297370064360703,0,0,0,0,0,0,0,0,0,0,0.0449874328776158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452963655685876,0,0.133002706781864,0,0.0693025559546205,0,0,0,0,0.0876207367406785,0,0,0.0428375570810055,0,0,0,0,0,0,0,0,0.0339105960400997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377426542798265,0,0,0,0,0,0,0.0620943918301309,0,0,0,0,0,0.0308025153482108,0,0,0.0306160800918803,0,0,0.278300162360507,0,0,0,0,0.118793823890438,0,0,0,0.029593567825819,0,0,0,0,0,0,0,0.0391967890880007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129555933882914,0,0,0,0,0,0,0,0,0,0.0550704630900818,0,0,0.0695139094743312,0.0418772735211901,0,0,0,0,0,0,0,0,0,0.039918943048435,0,0,0,0,0,0,0,0,0.0357149315918606,0,0,0,0,0,0,0,0,0,0,0,"topic.earn"
0,0,0,0,0,0,0,0.0755480704051516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558977423817468,0,0,0,0.145249733366642,0,0,0,0,0.112632922860317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943320486806139,0,0,0,0,0.103128181285144,0,0,0,0,0,0,0,0,0,0,0,0,0.0777813926658582,0,0,0,0,0,0,0,0,0.0713145535271272,0,0,0,0,0,0,0,0,0.0660551788219861,0,0,0.0448427889116565,0,0,0,0,0,0.206468851845418,0,0,0,0.0975060109113787,0,0,0,0.0874069010503251,0,0,0.000329142102297134,0,0,0,0,0,0,0,0,0,0.0699543720333472,0,0.082988016394031,0,0,0,0,0,0,0,0,0.0786777943938365,0,0,0,0,0.0256501818246325,0,0.0851683488576326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.earn"
0,0,0.148028741069216,0,0,0,0,0.111811144199624,0,0,0,0,0,0,0,0,0,0.163576625353219,0,0,0,0,0,0,0,0.0827286587249853,0,0,0,0,0,0,0,0,0,0,0.0521155220778746,0,0,0,0,0,0,0.151772453080752,0,0,0.131011880382142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095325873475487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436003587698128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663673275892516,0,0,0,0.130957922639422,0,0,0,0,0,0,0,0,0,0,0,0,0.000487130311399758,0,0,0,0.0410862293987513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116443135702878,0,0,0,0.164920961058931,0.0759245382009123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.acq"
0,0,0.0649248864338667,0,0,0,0,0,0.0701314586734987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14315632647654,0,0.0659965596568337,0,0,0,0,0,0.115255266542803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402991829166374,0,0,0,0,0.0650204577468434,0.0756041605386696,0,0,0,0,0,0.0722062460703376,0,0.0640806057342531,0,0,0,0,0,0,0,0,0,0,0.0707242361025563,0.0714543955622359,0,0,0,0,0,0,0,0.0672895782872237,0,0,0,0,0,0,0,0,0.14399029721103,0,0,0,0,0.000213653645350771,0,0,0,0.00901013802604194,0,0,0,0,0,0,0,0,0,0,0.0666688552058852,0.121271199529788,0,0,0,0,0,0,0,0,0,0.0166501180265158,0,0,0,0,0.05243184198321,0,0,0,0,0,0,0,0,0.0311504891867779,0,0,0,0,"topic.money.fx"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134548310508667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053848772073277,0,0,0.0660119732067954,0,0,0,0,0,0,0.0598498790178825,0,0,0.0562615761025561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376566135450546,0,0,0,0,0,0,0,0,0,0,0,0.0674714102624466,0,0,0,0,0,0,0,0,0,0,0,0.0642885471964584,0,0,0,0,0,0.120803218828592,0.0271997244218244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199643570245802,0,0,0,0.0252579279090684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636059388229757,0,0,0,0,0,0,0,0.0155583070083837,0,0,0,0,0,0,0,0,0,0.0419282588873876,0,0,0,0.0291078341581368,0,0,0,0,"topic.ship"
